stationId,timestamp,arrivals,departures,occupancy,hour,day_of_week,is_weekend,arrivals_lag_1,arrivals_lag_2,arrivals_lag_4,arrivals_ma_4,arrivals_ma_8,target_arrivals
228137,2015-03-08 12:00:00,0,0,0,12,6,1,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-08 15:30:00,0,0,0,15,6,1,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-08 19:00:00,0,0,0,19,6,1,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-08 22:30:00,0,0,0,22,6,1,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-09 02:00:00,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-09 05:30:00,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-09 09:00:00,0,0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-09 12:30:00,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-09 16:00:00,0,0,0,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-09 19:30:00,0,0,0,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-09 23:00:00,0,0,0,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-10 02:30:00,0,0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-10 06:00:00,0,0,0,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-10 09:30:00,0,0,0,9,1,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-10 13:00:00,0,0,0,13,1,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-10 16:30:00,0,0,0,16,1,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-10 20:00:00,0,0,0,20,1,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-10 23:30:00,0,0,0,23,1,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-11 03:00:00,0,0,0,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-11 06:30:00,0,0,0,6,2,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-11 10:00:00,0,0,0,10,2,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-11 13:30:00,0,0,0,13,2,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-11 17:00:00,0,0,0,17,2,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-11 20:30:00,0,0,0,20,2,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-12 00:00:00,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-12 03:30:00,0,0,0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-12 07:00:00,0,0,0,7,3,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-12 10:30:00,0,0,0,10,3,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-12 14:00:00,0,0,0,14,3,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-12 17:30:00,0,0,0,17,3,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-12 21:00:00,0,0,0,21,3,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-13 00:30:00,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-13 04:00:00,0,0,0,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-13 07:30:00,0,0,0,7,4,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-13 11:00:00,0,0,0,11,4,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-13 14:30:00,0,0,0,14,4,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-13 18:00:00,0,0,0,18,4,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-13 21:30:00,0,0,0,21,4,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-14 01:00:00,0,0,0,1,5,1,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-14 04:30:00,0,0,0,4,5,1,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-14 08:00:00,0,0,0,8,5,1,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-14 11:30:00,0,0,0,11,5,1,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-14 15:00:00,0,0,0,15,5,1,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-14 18:30:00,0,0,0,18,5,1,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-14 22:00:00,0,0,0,22,5,1,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-15 01:30:00,0,0,0,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-15 05:00:00,0,0,0,5,6,1,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-15 08:30:00,0,0,0,8,6,1,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-15 12:00:00,0,0,0,12,6,1,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-15 15:30:00,0,0,0,15,6,1,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-15 19:00:00,0,0,0,19,6,1,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-15 22:30:00,0,0,0,22,6,1,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-16 02:00:00,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-16 05:30:00,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-16 09:00:00,0,0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-16 12:30:00,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-16 16:00:00,0,0,0,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-16 19:30:00,0,0,0,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-16 23:00:00,0,0,0,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-17 02:30:00,0,0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-17 06:00:00,0,0,0,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-17 09:30:00,0,0,0,9,1,0,0.0,0.0,0.0,0.0,0.0,1.0
228137,2015-03-17 13:00:00,1,0,0,13,1,0,0.0,0.0,0.0,0.25,0.125,0.0
228137,2015-03-17 16:30:00,0,1,1,16,1,0,1.0,0.0,0.0,0.25,0.125,0.0
228137,2015-03-17 20:00:00,0,0,0,20,1,0,0.0,1.0,0.0,0.25,0.125,0.0
228137,2015-03-17 23:30:00,0,0,0,23,1,0,0.0,0.0,0.0,0.25,0.125,0.0
228137,2015-03-18 03:00:00,0,0,0,3,2,0,0.0,0.0,1.0,0.0,0.125,0.0
228137,2015-03-18 06:30:00,0,0,0,6,2,0,0.0,0.0,0.0,0.0,0.125,0.0
228137,2015-03-18 10:00:00,0,0,0,10,2,0,0.0,0.0,0.0,0.0,0.125,0.0
228137,2015-03-18 13:30:00,0,0,0,13,2,0,0.0,0.0,0.0,0.0,0.125,0.0
228137,2015-03-18 17:00:00,0,0,0,17,2,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-18 20:30:00,0,0,0,20,2,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-19 00:00:00,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-19 03:30:00,0,0,0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-19 07:00:00,0,0,0,7,3,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-19 10:30:00,0,0,0,10,3,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-19 14:00:00,0,0,0,14,3,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-19 17:30:00,0,0,0,17,3,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-19 21:00:00,0,0,0,21,3,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-20 00:30:00,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0
228137,2015-03-20 04:00:00,0,0,0,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0
